"시설명","시도명","시군구명","시군구코드","소재지도로명주소","소재지지번주소","위도","경도","설치장소설명","평일운영시작시각","평일운영종료시각","토요일운영시작시각","토요일운영종료시각","공휴일운영시작시각","공휴일운영종료시각","동시사용가능대수","공기주입가능여부","휴대전화충전가능여부","관리기관명","관리기관전화번호","데이터기준일자","제공기관코드","작업일시"
"고덕1동주민센터","서울특별시","강동구","11740","서울특별시 강동구 양재대로156길 123","서울특별시 강동구 고덕동 494-5","37.55728071","127.1515076","정문 도서반납함 옆","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 강동구청","02-3425-7537","2022-08-17","3240000","2023-03-15 14:37:56.0"
"암사1동주민센터","서울특별시","강동구","11740","서울특별시 강동구 올림픽로98가길 57","서울특별시 강동구 암사동 493-13","37.5514791","127.1326396","아이스팩 수거함 옆","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 강동구청","02-3425-7593","2022-08-17","3240000","2023-03-15 14:37:56.0"
"암사2동주민센터","서울특별시","강동구","11740","서울특별시 강동구 상암로3길 28","서울특별시 강동구 암사동 503-8","37.5517063","127.1272709","정문 지나서 우측","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 강동구청","02-3425-9497","2022-08-17","3240000","2023-03-15 14:37:56.0"
"암사3동주민센터","서울특별시","강동구","11740","서울특별시 강동구 고덕로 137","서울특별시 강동구 암사3동 414-19","37.55499636","127.1407841","정문 지나서 내력벽기둥","09:00","18:00","00:00","00:00","00:00","00:00","1","N","N","서울특별시 강동구청","02-3425-7663","2022-08-17","3240000","2023-03-15 14:37:56.0"
"천호1동주민센터","서울특별시","강동구","11740","서울특별시 강동구 구천면로42길 59","서울특별시 강동구 천호동 76-2","37.54502087","127.1367994","주민센터 정수기 옆","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 강동구청","02-3425-7695","2022-08-17","3240000","2023-03-15 14:37:56.0"
"성내2동주민센터","서울특별시","강동구","11740","서울특별시 강동구 풍성로37가길 62","서울특별시 강동구 성내동 508","37.53243047","127.1295408","무인민원발급기 옆","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 강동구청","02-3425-7804","2022-08-17","3240000","2023-03-15 14:37:56.0"
"망우역","서울특별시","중랑구","11260","서울특별시 중랑구 망우로55길 11-10","서울특별시 중랑구 상봉동 172","37.59928762","127.0927566","망우역(대합실)","05:00","00:00","05:00","00:00","05:00","00:00","2","N","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"먹골역","서울특별시","중랑구","11260","서울특별시 중랑구 동일로 901","서울특별시 중랑구 묵동 189-5","37.61062506","127.0777648","먹골역(지하2층 안내데스크 맞은편)","05:00","00:00","05:00","00:00","05:00","00:00","2","Y","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"면목역","서울특별시","중랑구","11260","서울특별시 중랑구 면목로 407","서울특별시 중랑구 면목동 282-6","37.5883849","127.0875678","면목역(개찰구 안쪽)","05:00","00:00","05:00","00:00","05:00","00:00","2","N","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"봉화산역","서울특별시","중랑구","11260","서울특별시 중랑구 신내로 232","서울특별시 중랑구 신내동 643-1","37.61765376","127.0907581","봉화산역(지하1층 임대상가(봉화청과) 좌측)","05:00","00:00","05:00","00:00","05:00","00:00","2","Y","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"사가정역","서울특별시","중랑구","11260","서울특별시 중랑구 사가정로 393","서울특별시 중랑구 면목동 495","37.58079455","127.0884391","사가정역(개찰구 안쪽)","05:00","00:00","05:00","00:00","05:00","00:00","2","N","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"상봉역","서울특별시","중랑구","11260","서울특별시 중랑구 망우로 297","서울특별시 중랑구 상봉동 100-46","37.59671378","127.0854368","상봉역(7번출구 개찰구 앞쪽)","05:00","00:00","05:00","00:00","05:00","00:00","2","N","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"신내역","서울특별시","중랑구","11260","서울특별시 중랑구 신내역로 20","서울특별시 중랑구 망우동 320-2","37.61279053","127.103222","신내역(2층 화장실 옆)","05:00","00:00","05:00","00:00","05:00","00:00","2","Y","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"양원역","서울특별시","중랑구","11260","서울특별시 중랑구 송림길 147","서울특별시 중랑구 망우동 269-5","37.60655436","127.1079215","양원역(1번출구 나가는 방향 가운데)","05:00","00:00","05:00","00:00","05:00","00:00","2","Y","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"용마산역","서울특별시","중랑구","11260","서울특별시 중랑구 용마산로 227","서울특별시 중랑구 면목동 1316-5","37.57403021","127.0870381","용마산역(지하1층 화장실 출입문 앞 반대편 유휴공간)","05:00","00:00","05:00","00:00","05:00","00:00","2","Y","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"중랑역","서울특별시","중랑구","11260","서울특별시 중랑구 중랑역로 9","서울특별시 중랑구 중화동 72-7","37.5948241","127.075729","중랑역(엘리베이터 옆)","05:00","00:00","05:00","00:00","05:00","00:00","2","N","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"중화역","서울특별시","중랑구","11260","서울특별시 중랑구 동일로 797","서울특별시 중랑구 중화동 50-3","37.6015797","127.0794692","중화역(지하1층 4번출구 나가는방향)","05:00","00:00","05:00","00:00","05:00","00:00","2","Y","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"화랑대역","서울특별시","중랑구","11260","서울특별시 노원구 화랑로 510","서울특별시 노원구 공릉동 285-2","37.61989439","127.0837446","화랑대역(지하1층 6,7번 출구 나가는 방향)","05:00","00:00","05:00","00:00","05:00","00:00","2","Y","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"구립직업재활센터","서울특별시","중랑구","11260","서울특별시 중랑구 숙선옹주로9길 55","서울특별시 중랑구 묵동 49-52","37.6173579","127.0836634","구립직업재활센터(1층)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"면목종합사회복지관","서울특별시","중랑구","11260","서울특별시 중랑구 용마산로 228","서울특별시 중랑구 면목동 1382","37.57416749","127.0883012","면목종합사회복지관(1층)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"시립대종합사회복지관","서울특별시","중랑구","11260","서울특별시 중랑구 신내로 115","서울특별시 중랑구 신내2동 660","37.60929753","127.0949042","서울시립대종합사회복지관(실외)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"신내노인종합복지관","서울특별시","중랑구","11260","서울특별시 중랑구 신내로15길 175","서울특별시 중랑구 신내동 771-1","37.61481251","127.0878892","신내노인종합복지관(실외)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"신내종합사회복지관","서울특별시","중랑구","11260","서울특별시 중랑구 봉화산로 165","서울특별시 중랑구 상봉1동 481","37.60539187","127.0916636","신내종합사회복지관(1층)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"용마경로복지센터","서울특별시","중랑구","11260","서울특별시 중랑구 용마산로94길 98","서울특별시 중랑구 면목동 27","37.58739985","127.1018199","용마경로복지센터(정문 옆 공간(실외))","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"원광장애인종합복지관","서울특별시","중랑구","11260","서울특별시 중랑구 신내로 56","서울특별시 중랑구 신내1동 572-2","37.60447047","127.0959157","원광장애인종합복지관(지하1층 문옆)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"중랑노인종합복지관","서울특별시","중랑구","11260","서울특별시 중랑구 겸재로9길 45","서울특별시 중랑구 면목동 178-8","37.58843496","127.0778419","중랑노인종합복지관(1층)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"서울의료원","서울특별시","중랑구","11260","서울특별시 중랑구 신내로 156","서울특별시 중랑구 신내동 316","37.61309131","127.099187","서울의료원(1층 무인발급기, 우리은행ATM기 근처)","00:00","00:00","00:00","00:00","00:00","00:00","2","Y","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"망우3동주민센터","서울특별시","중랑구","11260","서울특별시 중랑구 겸재로61길 40","서울특별시 중랑구 망우동 529-2","37.59189966","127.0949182","망우3동 주민센터(쪽문 형광등 수거함 옆(실외))","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"망우본동주민센터","서울특별시","중랑구","11260","서울특별시 중랑구 망우로67길 10","서울특별시 중랑구 망우동 340-17","37.60056056","127.1014853","망우본동 주민센터(1층 출입문 근처)","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"면목5동주민센터","서울특별시","중랑구","11260","서울특별시 중랑구 동일로 619","서울특별시 중랑구 면목동 175-18","37.58575279","127.0794745","면목5동주민센터(1층)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"중랑경찰서","서울특별시","중랑구","11260","서울특별시 중랑구 중랑역로3길 40-10","서울특별시 중랑구 신내동 267-1","37.618662","127.1046651","중랑경찰서(종합민원실 1층 출입구)","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"중랑구청","서울특별시","중랑구","11260","서울특별시 중랑구 봉화산로 179","서울특별시 중랑구 신내동 662","37.60656359","127.0927248","중랑구청(세무과 옆)","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"중랑세무서","서울특별시","중랑구","11260","서울특별시 중랑구 망우로 176","서울특별시 중랑구 상봉동 137-1","37.59270612","127.0724448","중랑세무서(1층 안내데스크 우측 계단 입구)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"중랑우체국","서울특별시","중랑구","11260","서울특별시 중랑구 망우로 271","서울특별시 중랑구 상봉동 116-20","37.59596944","127.0827062","중랑우체국(건물 밖 오른쪽 유휴공간(실외))","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"중랑장애인자립생활센터","서울특별시","중랑구","11260","서울특별시 중랑구 동일로136길 10","서울특별시 중랑구 중화동 286-41","37.6020245","127.0801001","중랑장애인자립생활센터(센터 4층 프로그램실 안)","10:00","18:00","00:00","00:00","00:00","00:00","2","Y","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
"새벽지기장애인자립생활센터","서울특별시","중랑구","11260","서울특별시 중랑구 망우로 353","서울특별시 중랑구 상봉동 500","37.5983328190","127.0916241424","새벽지기장애인자립생활센터(센터 사무실 입구)","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","N","서울특별시 중랑구청 장애인복지과","02-2094-2483","2022-11-22","3060000","2023-03-15 14:37:56.0"
